group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
event_serialization,,16384,16384,bytes,104200.0,ns,156
event_serialization,,16384,16384,bytes,203399.0,ns,312
event_serialization,,16384,16384,bytes,301698.0,ns,468
event_serialization,,16384,16384,bytes,403000.0,ns,624
event_serialization,,16384,16384,bytes,504797.0,ns,780
event_serialization,,16384,16384,bytes,607497.0,ns,936
event_serialization,,16384,16384,bytes,1173794.0,ns,1092
event_serialization,,16384,16384,bytes,1341591.0,ns,1248
event_serialization,,16384,16384,bytes,1508490.0,ns,1404
event_serialization,,16384,16384,bytes,1676391.0,ns,1560
event_serialization,,16384,16384,bytes,1849291.0,ns,1716
event_serialization,,16384,16384,bytes,2020690.0,ns,1872
event_serialization,,16384,16384,bytes,2452986.0,ns,2028
event_serialization,,16384,16384,bytes,2640483.0,ns,2184
event_serialization,,16384,16384,bytes,2835487.0,ns,2340
event_serialization,,16384,16384,bytes,3017383.0,ns,2496
event_serialization,,16384,16384,bytes,3228185.0,ns,2652
event_serialization,,16384,16384,bytes,3404281.0,ns,2808
event_serialization,,16384,16384,bytes,3594979.0,ns,2964
event_serialization,,16384,16384,bytes,3867578.0,ns,3120
event_serialization,,16384,16384,bytes,4050077.0,ns,3276
event_serialization,,16384,16384,bytes,4249575.0,ns,3432
event_serialization,,16384,16384,bytes,4427574.0,ns,3588
event_serialization,,16384,16384,bytes,4627775.0,ns,3744
event_serialization,,16384,16384,bytes,4815976.0,ns,3900
event_serialization,,16384,16384,bytes,5056673.0,ns,4056
event_serialization,,16384,16384,bytes,5259173.0,ns,4212
event_serialization,,16384,16384,bytes,5437170.0,ns,4368
event_serialization,,16384,16384,bytes,5632272.0,ns,4524
event_serialization,,16384,16384,bytes,5825664.0,ns,4680
event_serialization,,16384,16384,bytes,6014766.0,ns,4836
event_serialization,,16384,16384,bytes,6212165.0,ns,4992
event_serialization,,16384,16384,bytes,6468160.0,ns,5148
event_serialization,,16384,16384,bytes,6649860.0,ns,5304
event_serialization,,16384,16384,bytes,6867959.0,ns,5460
event_serialization,,16384,16384,bytes,7060659.0,ns,5616
event_serialization,,16384,16384,bytes,7259458.0,ns,5772
event_serialization,,16384,16384,bytes,7447060.0,ns,5928
event_serialization,,16384,16384,bytes,7521663.0,ns,6084
event_serialization,,16384,16384,bytes,7704371.0,ns,6240
event_serialization,,16384,16384,bytes,7913063.0,ns,6396
event_serialization,,16384,16384,bytes,8101055.0,ns,6552
event_serialization,,16384,16384,bytes,8300853.0,ns,6708
event_serialization,,16384,16384,bytes,8487740.0,ns,6864
event_serialization,,16384,16384,bytes,9376348.0,ns,7020
event_serialization,,16384,16384,bytes,9603046.0,ns,7176
event_serialization,,16384,16384,bytes,9811447.0,ns,7332
event_serialization,,16384,16384,bytes,10020243.0,ns,7488
event_serialization,,16384,16384,bytes,10241944.0,ns,7644
event_serialization,,16384,16384,bytes,10426345.0,ns,7800
event_serialization,,16384,16384,bytes,10652045.0,ns,7956
event_serialization,,16384,16384,bytes,10673739.0,ns,8112
event_serialization,,16384,16384,bytes,10874041.0,ns,8268
event_serialization,,16384,16384,bytes,11069141.0,ns,8424
event_serialization,,16384,16384,bytes,11271239.0,ns,8580
event_serialization,,16384,16384,bytes,11472437.0,ns,8736
event_serialization,,16384,16384,bytes,11694836.0,ns,8892
event_serialization,,16384,16384,bytes,11869834.0,ns,9048
event_serialization,,16384,16384,bytes,12079127.0,ns,9204
event_serialization,,16384,16384,bytes,12295948.0,ns,9360
event_serialization,,16384,16384,bytes,12476519.0,ns,9516
event_serialization,,16384,16384,bytes,12696728.0,ns,9672
event_serialization,,16384,16384,bytes,12904122.0,ns,9828
event_serialization,,16384,16384,bytes,13103131.0,ns,9984
event_serialization,,16384,16384,bytes,13272127.0,ns,10140
event_serialization,,16384,16384,bytes,13455524.0,ns,10296
event_serialization,,16384,16384,bytes,13645225.0,ns,10452
event_serialization,,16384,16384,bytes,13874722.0,ns,10608
event_serialization,,16384,16384,bytes,14090526.0,ns,10764
event_serialization,,16384,16384,bytes,14265723.0,ns,10920
event_serialization,,16384,16384,bytes,14533515.0,ns,11076
event_serialization,,16384,16384,bytes,14748517.0,ns,11232
event_serialization,,16384,16384,bytes,14951617.0,ns,11388
event_serialization,,16384,16384,bytes,15134816.0,ns,11544
event_serialization,,16384,16384,bytes,15362014.0,ns,11700
event_serialization,,16384,16384,bytes,15569512.0,ns,11856
event_serialization,,16384,16384,bytes,15669416.0,ns,12012
event_serialization,,16384,16384,bytes,15881614.0,ns,12168
event_serialization,,16384,16384,bytes,16064814.0,ns,12324
event_serialization,,16384,16384,bytes,16284008.0,ns,12480
event_serialization,,16384,16384,bytes,16488305.0,ns,12636
event_serialization,,16384,16384,bytes,16702406.0,ns,12792
event_serialization,,16384,16384,bytes,16903108.0,ns,12948
event_serialization,,16384,16384,bytes,17003103.0,ns,13104
event_serialization,,16384,16384,bytes,17175003.0,ns,13260
event_serialization,,16384,16384,bytes,17406603.0,ns,13416
event_serialization,,16384,16384,bytes,17613402.0,ns,13572
event_serialization,,16384,16384,bytes,17831601.0,ns,13728
event_serialization,,16384,16384,bytes,18005801.0,ns,13884
event_serialization,,16384,16384,bytes,18169800.0,ns,14040
event_serialization,,16384,16384,bytes,18377799.0,ns,14196
event_serialization,,16384,16384,bytes,18591796.0,ns,14352
event_serialization,,16384,16384,bytes,18799097.0,ns,14508
event_serialization,,16384,16384,bytes,19004295.0,ns,14664
event_serialization,,16384,16384,bytes,19207993.0,ns,14820
event_serialization,,16384,16384,bytes,19406195.0,ns,14976
event_serialization,,16384,16384,bytes,19665301.0,ns,15132
event_serialization,,16384,16384,bytes,19874387.0,ns,15288
event_serialization,,16384,16384,bytes,20038086.0,ns,15444
event_serialization,,16384,16384,bytes,20248472.0,ns,15600
