group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
event_serialization,,4096,4096,bytes,122307.0,ns,240
event_serialization,,4096,4096,bytes,243510.0,ns,480
event_serialization,,4096,4096,bytes,381017.0,ns,720
event_serialization,,4096,4096,bytes,483024.0,ns,960
event_serialization,,4096,4096,bytes,844735.0,ns,1200
event_serialization,,4096,4096,bytes,1016446.0,ns,1440
event_serialization,,4096,4096,bytes,1214857.0,ns,1680
event_serialization,,4096,4096,bytes,1316060.0,ns,1920
event_serialization,,4096,4096,bytes,1469062.0,ns,2160
event_serialization,,4096,4096,bytes,1615771.0,ns,2400
event_serialization,,4096,4096,bytes,2190109.0,ns,2640
event_serialization,,4096,4096,bytes,1943089.0,ns,2880
event_serialization,,4096,4096,bytes,2109996.0,ns,3120
event_serialization,,4096,4096,bytes,2259103.0,ns,3360
event_serialization,,4096,4096,bytes,2426309.0,ns,3600
event_serialization,,4096,4096,bytes,2578420.0,ns,3840
event_serialization,,4096,4096,bytes,3641474.0,ns,4080
event_serialization,,4096,4096,bytes,3118741.0,ns,4320
event_serialization,,4096,4096,bytes,3541061.0,ns,4560
event_serialization,,4096,4096,bytes,3471553.0,ns,4800
event_serialization,,4096,4096,bytes,4131287.0,ns,5040
event_serialization,,4096,4096,bytes,4194197.0,ns,5280
event_serialization,,4096,4096,bytes,4417896.0,ns,5520
event_serialization,,4096,4096,bytes,4571710.0,ns,5760
event_serialization,,4096,4096,bytes,5204839.0,ns,6000
event_serialization,,4096,4096,bytes,4954323.0,ns,6240
event_serialization,,4096,4096,bytes,7007323.0,ns,6480
event_serialization,,4096,4096,bytes,5324143.0,ns,6720
event_serialization,,4096,4096,bytes,5531450.0,ns,6960
event_serialization,,4096,4096,bytes,5968273.0,ns,7200
event_serialization,,4096,4096,bytes,6169079.0,ns,7440
event_serialization,,4096,4096,bytes,6936811.0,ns,7680
event_serialization,,4096,4096,bytes,6939116.0,ns,7920
event_serialization,,4096,4096,bytes,6873911.0,ns,8160
event_serialization,,4096,4096,bytes,6917421.0,ns,8400
event_serialization,,4096,4096,bytes,7160425.0,ns,8640
event_serialization,,4096,4096,bytes,7350634.0,ns,8880
event_serialization,,4096,4096,bytes,8016868.0,ns,9120
event_serialization,,4096,4096,bytes,7691456.0,ns,9360
event_serialization,,4096,4096,bytes,8084162.0,ns,9600
event_serialization,,4096,4096,bytes,8426680.0,ns,9840
event_serialization,,4096,4096,bytes,9725641.0,ns,10080
event_serialization,,4096,4096,bytes,8976510.0,ns,10320
event_serialization,,4096,4096,bytes,9844345.0,ns,10560
event_serialization,,4096,4096,bytes,9722441.0,ns,10800
event_serialization,,4096,4096,bytes,10095154.0,ns,11040
event_serialization,,4096,4096,bytes,12034051.0,ns,11280
event_serialization,,4096,4096,bytes,10640387.0,ns,11520
event_serialization,,4096,4096,bytes,10364267.0,ns,11760
event_serialization,,4096,4096,bytes,10992505.0,ns,12000
event_serialization,,4096,4096,bytes,11111409.0,ns,12240
event_serialization,,4096,4096,bytes,11086309.0,ns,12480
event_serialization,,4096,4096,bytes,11844347.0,ns,12720
event_serialization,,4096,4096,bytes,11530430.0,ns,12960
event_serialization,,4096,4096,bytes,11570925.0,ns,13200
event_serialization,,4096,4096,bytes,12609375.0,ns,13440
event_serialization,,4096,4096,bytes,12118749.0,ns,13680
event_serialization,,4096,4096,bytes,12614075.0,ns,13920
event_serialization,,4096,4096,bytes,13646814.0,ns,14160
event_serialization,,4096,4096,bytes,13672627.0,ns,14400
event_serialization,,4096,4096,bytes,14014036.0,ns,14640
event_serialization,,4096,4096,bytes,13544512.0,ns,14880
event_serialization,,4096,4096,bytes,13572519.0,ns,15120
event_serialization,,4096,4096,bytes,14400559.0,ns,15360
event_serialization,,4096,4096,bytes,14102952.0,ns,15600
event_serialization,,4096,4096,bytes,14319447.0,ns,15840
event_serialization,,4096,4096,bytes,14436470.0,ns,16080
event_serialization,,4096,4096,bytes,14769672.0,ns,16320
event_serialization,,4096,4096,bytes,16084934.0,ns,16560
event_serialization,,4096,4096,bytes,15798318.0,ns,16800
event_serialization,,4096,4096,bytes,15664409.0,ns,17040
event_serialization,,4096,4096,bytes,15327202.0,ns,17280
event_serialization,,4096,4096,bytes,15670708.0,ns,17520
event_serialization,,4096,4096,bytes,16022133.0,ns,17760
event_serialization,,4096,4096,bytes,15887420.0,ns,18000
event_serialization,,4096,4096,bytes,16939379.0,ns,18240
event_serialization,,4096,4096,bytes,16525045.0,ns,18480
event_serialization,,4096,4096,bytes,16706033.0,ns,18720
event_serialization,,4096,4096,bytes,16815370.0,ns,18960
event_serialization,,4096,4096,bytes,17081279.0,ns,19200
event_serialization,,4096,4096,bytes,17207579.0,ns,19440
event_serialization,,4096,4096,bytes,18586544.0,ns,19680
event_serialization,,4096,4096,bytes,18290339.0,ns,19920
event_serialization,,4096,4096,bytes,18436244.0,ns,20160
event_serialization,,4096,4096,bytes,18302032.0,ns,20400
event_serialization,,4096,4096,bytes,19263573.0,ns,20640
event_serialization,,4096,4096,bytes,19236273.0,ns,20880
event_serialization,,4096,4096,bytes,19786797.0,ns,21120
event_serialization,,4096,4096,bytes,19208474.0,ns,21360
event_serialization,,4096,4096,bytes,19290979.0,ns,21600
event_serialization,,4096,4096,bytes,19451096.0,ns,21840
event_serialization,,4096,4096,bytes,19577193.0,ns,22080
event_serialization,,4096,4096,bytes,19838101.0,ns,22320
event_serialization,,4096,4096,bytes,19713695.0,ns,22560
event_serialization,,4096,4096,bytes,20232026.0,ns,22800
event_serialization,,4096,4096,bytes,20950749.0,ns,23040
event_serialization,,4096,4096,bytes,21085664.0,ns,23280
event_serialization,,4096,4096,bytes,21207761.0,ns,23520
event_serialization,,4096,4096,bytes,22098310.0,ns,23760
event_serialization,,4096,4096,bytes,21365475.0,ns,24000
