group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
event_serialization,,1024,1024,bytes,445802.0,ns,998
event_serialization,,1024,1024,bytes,806205.0,ns,1996
event_serialization,,1024,1024,bytes,1377211.0,ns,2994
event_serialization,,1024,1024,bytes,1815814.0,ns,3992
event_serialization,,1024,1024,bytes,2134315.0,ns,4990
event_serialization,,1024,1024,bytes,2900322.0,ns,5988
event_serialization,,1024,1024,bytes,3181223.0,ns,6986
event_serialization,,1024,1024,bytes,4032231.0,ns,7984
event_serialization,,1024,1024,bytes,4538733.0,ns,8982
event_serialization,,1024,1024,bytes,5262050.0,ns,9980
event_serialization,,1024,1024,bytes,5574443.0,ns,10978
event_serialization,,1024,1024,bytes,6164153.0,ns,11976
event_serialization,,1024,1024,bytes,6731048.0,ns,12974
event_serialization,,1024,1024,bytes,7328448.0,ns,13972
event_serialization,,1024,1024,bytes,7825555.0,ns,14970
event_serialization,,1024,1024,bytes,7899762.0,ns,15968
event_serialization,,1024,1024,bytes,8809965.0,ns,16966
event_serialization,,1024,1024,bytes,9331270.0,ns,17964
event_serialization,,1024,1024,bytes,9741167.0,ns,18962
event_serialization,,1024,1024,bytes,10234273.0,ns,19960
event_serialization,,1024,1024,bytes,10620778.0,ns,20958
event_serialization,,1024,1024,bytes,11130383.0,ns,21956
event_serialization,,1024,1024,bytes,11627186.0,ns,22954
event_serialization,,1024,1024,bytes,12135792.0,ns,23952
event_serialization,,1024,1024,bytes,12757591.0,ns,24950
event_serialization,,1024,1024,bytes,13274793.0,ns,25948
event_serialization,,1024,1024,bytes,13695601.0,ns,26946
event_serialization,,1024,1024,bytes,14204110.0,ns,27944
event_serialization,,1024,1024,bytes,14790118.0,ns,28942
event_serialization,,1024,1024,bytes,15273616.0,ns,29940
event_serialization,,1024,1024,bytes,15821716.0,ns,30938
event_serialization,,1024,1024,bytes,16305295.0,ns,31936
event_serialization,,1024,1024,bytes,16762429.0,ns,32934
event_serialization,,1024,1024,bytes,17323923.0,ns,33932
event_serialization,,1024,1024,bytes,17836113.0,ns,34930
event_serialization,,1024,1024,bytes,18324309.0,ns,35928
event_serialization,,1024,1024,bytes,18910119.0,ns,36926
event_serialization,,1024,1024,bytes,19463130.0,ns,37924
event_serialization,,1024,1024,bytes,19981724.0,ns,38922
event_serialization,,1024,1024,bytes,20500229.0,ns,39920
event_serialization,,1024,1024,bytes,21008825.0,ns,40918
event_serialization,,1024,1024,bytes,21554731.0,ns,41916
event_serialization,,1024,1024,bytes,22088043.0,ns,42914
event_serialization,,1024,1024,bytes,22598435.0,ns,43912
event_serialization,,1024,1024,bytes,23183745.0,ns,44910
event_serialization,,1024,1024,bytes,23591859.0,ns,45908
event_serialization,,1024,1024,bytes,24143651.0,ns,46906
event_serialization,,1024,1024,bytes,24576353.0,ns,47904
event_serialization,,1024,1024,bytes,25106058.0,ns,48902
event_serialization,,1024,1024,bytes,25676655.0,ns,49900
event_serialization,,1024,1024,bytes,26229464.0,ns,50898
event_serialization,,1024,1024,bytes,26688764.0,ns,51896
event_serialization,,1024,1024,bytes,27232964.0,ns,52894
event_serialization,,1024,1024,bytes,27653869.0,ns,53892
event_serialization,,1024,1024,bytes,28183174.0,ns,54890
event_serialization,,1024,1024,bytes,28655676.0,ns,55888
event_serialization,,1024,1024,bytes,29214087.0,ns,56886
event_serialization,,1024,1024,bytes,29665380.0,ns,57884
event_serialization,,1024,1024,bytes,30214286.0,ns,58882
event_serialization,,1024,1024,bytes,30510090.0,ns,59880
event_serialization,,1024,1024,bytes,31211596.0,ns,60878
event_serialization,,1024,1024,bytes,31779194.0,ns,61876
event_serialization,,1024,1024,bytes,32396505.0,ns,62874
event_serialization,,1024,1024,bytes,32822507.0,ns,63872
event_serialization,,1024,1024,bytes,33802606.0,ns,64870
event_serialization,,1024,1024,bytes,33812201.0,ns,65868
event_serialization,,1024,1024,bytes,34423516.0,ns,66866
event_serialization,,1024,1024,bytes,34901116.0,ns,67864
event_serialization,,1024,1024,bytes,35389308.0,ns,68862
event_serialization,,1024,1024,bytes,35931722.0,ns,69860
event_serialization,,1024,1024,bytes,36538128.0,ns,70858
event_serialization,,1024,1024,bytes,37047030.0,ns,71856
event_serialization,,1024,1024,bytes,37539534.0,ns,72854
event_serialization,,1024,1024,bytes,38111638.0,ns,73852
event_serialization,,1024,1024,bytes,38599540.0,ns,74850
event_serialization,,1024,1024,bytes,39192518.0,ns,75848
event_serialization,,1024,1024,bytes,39646844.0,ns,76846
event_serialization,,1024,1024,bytes,40188249.0,ns,77844
event_serialization,,1024,1024,bytes,40752953.0,ns,78842
event_serialization,,1024,1024,bytes,41256252.0,ns,79840
event_serialization,,1024,1024,bytes,41789858.0,ns,80838
event_serialization,,1024,1024,bytes,42309260.0,ns,81836
event_serialization,,1024,1024,bytes,42738059.0,ns,82834
event_serialization,,1024,1024,bytes,43075769.0,ns,83832
event_serialization,,1024,1024,bytes,43760068.0,ns,84830
event_serialization,,1024,1024,bytes,44221255.0,ns,85828
event_serialization,,1024,1024,bytes,44851976.0,ns,86826
event_serialization,,1024,1024,bytes,44639078.0,ns,87824
event_serialization,,1024,1024,bytes,46343584.0,ns,88822
event_serialization,,1024,1024,bytes,46733690.0,ns,89820
event_serialization,,1024,1024,bytes,47607522.0,ns,90818
event_serialization,,1024,1024,bytes,47738094.0,ns,91816
event_serialization,,1024,1024,bytes,48209500.0,ns,92814
event_serialization,,1024,1024,bytes,48724604.0,ns,93812
event_serialization,,1024,1024,bytes,49246913.0,ns,94810
event_serialization,,1024,1024,bytes,49827503.0,ns,95808
event_serialization,,1024,1024,bytes,50315008.0,ns,96806
event_serialization,,1024,1024,bytes,50771922.0,ns,97804
event_serialization,,1024,1024,bytes,51087715.0,ns,98802
event_serialization,,1024,1024,bytes,51519416.0,ns,99800
